60_2_4_1_43538, -1.0, 1, 0.979, 198.63793067172458, 19
60_2_4_1_43538, -1.0, 2, 0.156, 198.63793067172458, 19
60_2_4_1_43538, -1.0, 3, 0.123, 198.63793067172458, 19
60_2_4_1_43538, -1.0, 4, 0.109, 198.63793067172458, 19
60_2_4_1_43538, -1.0, 5, 0.079, 198.63793067172458, 19
60_2_4_1_43538, 0.01, 1, 0.2, 198.63793067172458, 23
60_2_4_1_43538, 0.01, 2, 0.193, 198.63793067172458, 23
60_2_4_1_43538, 0.01, 3, 0.236, 198.63793067172458, 23
60_2_4_1_43538, 0.01, 4, 0.182, 198.63793067172458, 23
60_2_4_1_43538, 0.01, 5, 0.159, 198.63793067172458, 23
60_2_4_1_43538, 0.1, 1, 0.146, 198.63793067172458, 23
60_2_4_1_43538, 0.1, 2, 0.153, 198.63793067172458, 23
60_2_4_1_43538, 0.1, 3, 0.146, 198.63793067172458, 23
60_2_4_1_43538, 0.1, 4, 0.151, 198.63793067172458, 23
60_2_4_1_43538, 0.1, 5, 0.168, 198.63793067172458, 23
60_2_4_1_43538, 0.2, 1, 0.154, 198.63793067172458, 23
60_2_4_1_43538, 0.2, 2, 0.147, 198.63793067172458, 23
60_2_4_1_43538, 0.2, 3, 0.154, 198.63793067172458, 23
60_2_4_1_43538, 0.2, 4, 0.151, 198.63793067172458, 23
60_2_4_1_43538, 0.2, 5, 0.146, 198.63793067172458, 23
60_2_4_1_43538, 0.3, 1, 0.196, 198.72820639465826, 22
60_2_4_1_43538, 0.3, 2, 0.163, 198.72820639465826, 22
60_2_4_1_43538, 0.3, 3, 0.149, 198.72820639465826, 22
60_2_4_1_43538, 0.3, 4, 0.152, 198.72820639465826, 22
60_2_4_1_43538, 0.3, 5, 0.15, 198.72820639465826, 22
60_2_4_1_43538, 0.4, 1, 0.147, 198.72820639465826, 22
60_2_4_1_43538, 0.4, 2, 0.14, 198.72820639465826, 22
60_2_4_1_43538, 0.4, 3, 0.137, 198.72820639465826, 22
60_2_4_1_43538, 0.4, 4, 0.142, 198.72820639465826, 22
60_2_4_1_43538, 0.4, 5, 0.146, 198.72820639465826, 22
60_2_4_1_43538, 0.5, 1, 0.142, 199.40281331826185, 23
60_2_4_1_43538, 0.5, 2, 0.167, 199.40281331826185, 23
60_2_4_1_43538, 0.5, 3, 0.196, 199.40281331826185, 23
60_2_4_1_43538, 0.5, 4, 0.167, 199.40281331826185, 23
60_2_4_1_43538, 0.5, 5, 0.149, 199.40281331826185, 23
60_2_4_1_43538, 0.6, 1, 0.149, 199.4930890411955, 30
60_2_4_1_43538, 0.6, 2, 0.158, 199.4930890411955, 30
60_2_4_1_43538, 0.6, 3, 0.125, 199.4930890411955, 30
60_2_4_1_43538, 0.6, 4, 0.139, 199.4930890411955, 30
60_2_4_1_43538, 0.6, 5, 0.137, 199.4930890411955, 30
60_2_4_1_43538, 0.7, 1, 0.124, 200.25797168773272, 22
60_2_4_1_43538, 0.7, 2, 0.131, 200.25797168773272, 22
60_2_4_1_43538, 0.7, 3, 0.139, 200.25797168773272, 22
60_2_4_1_43538, 0.7, 4, 0.126, 200.25797168773272, 22
60_2_4_1_43538, 0.7, 5, 0.131, 200.25797168773272, 22
60_2_4_1_43538, 0.8, 1, 0.112, 200.25797168773272, 29
60_2_4_1_43538, 0.8, 2, 0.117, 200.25797168773272, 29
60_2_4_1_43538, 0.8, 3, 0.105, 200.25797168773272, 29
60_2_4_1_43538, 0.8, 4, 0.11, 200.25797168773272, 29
60_2_4_1_43538, 0.8, 5, 0.174, 200.25797168773272, 29
60_2_4_1_43538, 0.9, 1, 0.101, 200.25797168773272, 21
60_2_4_1_43538, 0.9, 2, 0.103, 200.25797168773272, 21
60_2_4_1_43538, 0.9, 3, 0.128, 200.25797168773272, 21
60_2_4_1_43538, 0.9, 4, 0.091, 200.25797168773272, 21
60_2_4_1_43538, 0.9, 5, 0.105, 200.25797168773272, 21
60_2_4_1_44111, -1.0, 1, 0.164, 161.61982437834013, 38
60_2_4_1_44111, -1.0, 2, 0.088, 161.61982437834013, 38
60_2_4_1_44111, -1.0, 3, 0.087, 161.61982437834013, 38
60_2_4_1_44111, -1.0, 4, 0.081, 161.61982437834013, 38
60_2_4_1_44111, -1.0, 5, 0.086, 161.61982437834013, 38
60_2_4_1_44111, 0.01, 1, 0.152, 161.61982437834013, 38
60_2_4_1_44111, 0.01, 2, 0.163, 161.61982437834013, 38
60_2_4_1_44111, 0.01, 3, 0.187, 161.61982437834013, 38
60_2_4_1_44111, 0.01, 4, 0.162, 161.61982437834013, 38
60_2_4_1_44111, 0.01, 5, 0.15, 161.61982437834013, 38
60_2_4_1_44111, 0.1, 1, 0.141, 161.61982437834013, 38
60_2_4_1_44111, 0.1, 2, 0.139, 161.61982437834013, 38
60_2_4_1_44111, 0.1, 3, 0.144, 161.61982437834013, 38
60_2_4_1_44111, 0.1, 4, 0.137, 161.61982437834013, 38
60_2_4_1_44111, 0.1, 5, 0.141, 161.61982437834013, 38
60_2_4_1_44111, 0.2, 1, 0.136, 161.61982437834013, 38
60_2_4_1_44111, 0.2, 2, 0.138, 161.61982437834013, 38
60_2_4_1_44111, 0.2, 3, 0.137, 161.61982437834013, 38
60_2_4_1_44111, 0.2, 4, 0.142, 161.61982437834013, 38
60_2_4_1_44111, 0.2, 5, 0.136, 161.61982437834013, 38
60_2_4_1_44111, 0.3, 1, 0.133, 161.61982437834013, 38
60_2_4_1_44111, 0.3, 2, 0.138, 161.61982437834013, 38
60_2_4_1_44111, 0.3, 3, 0.134, 161.61982437834013, 38
60_2_4_1_44111, 0.3, 4, 0.155, 161.61982437834013, 38
